Name,Position,Birthdate,Height,Foot,GamesPlayed,Debut,Value,Year,Category
Numa Lavanchy,Rechter Verteidiger,25.08.1993 (17),"1,74m",rechts,7,15.09.2010,50 Tsd. €,2010,22998
Kofi Nimeley,Rechter Verteidiger,11.12.1992 (18),"1,77m",rechts,4,25.08.2009,-,2010,22998
Simon Grether,Rechter Verteidiger,20.05.1992 (19),"1,79m",rechts,1,19.05.2010,-,2010,22998
Silvan Widmer,Rechter Verteidiger,05.03.1993 (18),"1,83m",rechts,8,19.10.2010,-,2010,22998
Mike Kleiber,Rechter Verteidiger,04.02.1993 (18),"1,78m",rechts,10,15.09.2010,-,2010,22998
Adrien Rawyler,Rechter Verteidiger,13.06.1993 (18),"1,78m", ,-,01.09.2010,-,2010,22998
Granit Xhaka,Defensives Mittelfeld,27.09.1992 (18),"1,86m",links,3,16.09.2009,"1,50 Mio. €",2010,22998
Mirko Facchinetti,Defensives Mittelfeld,31.05.1992 (19),"1,85m",rechts,2,,100 Tsd. €,2010,22998
Charyl Chappuis,Defensives Mittelfeld,12.01.1992 (19),"1,76m",rechts,7,25.08.2009,50 Tsd. €,2010,22998
Hekuran Kryeziu,Defensives Mittelfeld,12.02.1993 (18),"1,81m",rechts,7,15.09.2010,50 Tsd. €,2010,22998
Nico Zwimpfer,Defensives Mittelfeld,06.07.1993 (17),k. A.m,k. A.,7,19.10.2010,-,2010,22998
Alessandro Martinelli,Zentrales Mittelfeld,30.05.1993 (18),"1,75m",links,2,15.09.2010,100 Tsd. €,2010,22998
Remo Freuler,Zentrales Mittelfeld,15.04.1992 (19),"1,80m",rechts,2,31.03.2010,50 Tsd. €,2010,22998
Maik Nakic,Zentrales Mittelfeld,17.01.1992 (19),"1,73m", ,8,25.08.2009,-,2010,22998
Davide Riva,Zentrales Mittelfeld,04.09.1993 (17),"1,75m", ,3,19.10.2011,-,2010,22998
Joël Geissmann,Zentrales Mittelfeld,03.03.1993 (18),"1,87m",rechts,6,15.09.2010,-,2010,22998
Matteo Tosetti,Rechtes Mittelfeld,15.02.1992 (19),"1,77m",rechts,5,25.08.2009,50 Tsd. €,2010,22998
Nélson Borges,Offensives Mittelfeld,17.10.1992 (18),"1,76m", ,1,19.05.2010,200 Tsd. €,2010,22998
Darko Jevtic,Offensives Mittelfeld,08.02.1993 (18),"1,82m",links,4,15.09.2010,-,2010,22998
Bojan Malbasic,Offensives Mittelfeld,09.01.1993 (18),-, ,5,17.11.2010,-,2010,22998
Florian Müller,Linksaußen,02.03.1993 (18),"1,78m",links,3,19.10.2010,-,2010,22998
Kerim Frei,Linksaußen,19.11.1993 (17),"1,71m",rechts,7,15.09.2010,-,2010,22998
Josip Drmic,Mittelstürmer,08.08.1992 (18),"1,84m",rechts,1,31.03.2010,200 Tsd. €,2010,22998
Igor Mijatović,Mittelstürmer,21.11.1992 (18),"1,81m",rechts,2,15.10.2009,50 Tsd. €,2010,22998
Bashkim Sukaj,Mittelstürmer,20.03.1992 (19),"1,84m", ,1,19.05.2010,50 Tsd. €,2010,22998
Gaëtan Karlen,Mittelstürmer,07.06.1993 (18),"1,86m",rechts,4,15.09.2010,50 Tsd. €,2010,22998
Roman Buess,Mittelstürmer,21.09.1992 (18),"1,83m",links,4,16.09.2009,-,2010,22998
Stjepan Vuleta,Mittelstürmer,29.10.1993 (17),"1,89m",rechts,10,15.09.2010,-,2010,22998
Cenk-Onur Cokicli,Mittelstürmer,14.01.1992 (19),"1,85m", ,1,31.03.2010,-,2010,22998
Hélios Sessolo,Mittelstürmer,26.05.1993 (18),"1,73m",rechts,4,19.10.2010,-,2010,22998
Evan Melo,Mittelstürmer,31.05.1993 (18),"1,73m",rechts,3,15.09.2010,-,2010,22998
René Borkovic,Torwart,21.04.1991 (19),"1,90m", ,4,22.09.2008,50 Tsd. €,2009,22998
Hrvoje Bukovski,Torwart,05.11.1991 (18),"1,90m",rechts,3,10.03.2009,50 Tsd. €,2009,22998
Benjamin Siegrist,Torwart,31.01.1992 (18),"1,96m",rechts,10,25.08.2009,-,2009,22998
Stefano Milani,Innenverteidiger,13.01.1991 (19),"1,78m",rechts,8,22.09.2008,200 Tsd. €,2009,22998
Adriano de Pierro,Innenverteidiger,11.01.1991 (19),"1,84m",rechts,4,10.03.2009,150 Tsd. €,2009,22998
Bruno Martignoni,Innenverteidiger,13.12.1992 (17),"1,80m",rechts,4,25.09.2009,75 Tsd. €,2009,22998
Frédéric Veseli,Innenverteidiger,20.11.1992 (17),"1,85m",rechts,6,25.08.2009,75 Tsd. €,2009,22998
Ricardo Rodríguez,Linker Verteidiger,25.08.1992 (17),"1,82m",links,2,27.08.2009,300 Tsd. €,2009,22998
Marc Dinkel,Linker Verteidiger,05.02.1991 (19),"1,74m",links,8,,-,2009,22998
Janick Kamber,Linker Verteidiger,26.02.1992 (18),"1,71m",links,7,25.08.2009,-,2009,22998
Michael Lang,Rechter Verteidiger,08.02.1991 (19),"1,85m",rechts,7,22.09.2008,500 Tsd. €,2009,22998
David Frey,Rechter Verteidiger,08.02.1991 (19),"1,78m",rechts,1,10.03.2009,100 Tsd. €,2009,22998
Bigambo Rochat,Rechter Verteidiger,29.05.1991 (19),"1,78m",rechts,5,22.09.2008,50 Tsd. €,2009,22998
André Gonçalves,Rechter Verteidiger,23.01.1992 (18),"1,80m",rechts,13,27.08.2009,-,2009,22998
Gianluca D'Angelo,Defensives Mittelfeld,13.03.1991 (19),"1,83m",rechts,6,22.09.2008,200 Tsd. €,2009,22998
Dino Rebronja,Defensives Mittelfeld,12.06.1991 (19),"1,86m",links,5,30.11.2007,50 Tsd. €,2009,22998
Charyl Chappuis,Defensives Mittelfeld,12.01.1992 (18),"1,76m",rechts,7,25.08.2009,50 Tsd. €,2009,22998
Granit Xhaka,Defensives Mittelfeld,27.09.1992 (17),"1,86m",links,3,16.09.2009,-,2009,22998
Taulant Xhaka,Defensives Mittelfeld,28.03.1991 (19),"1,72m",rechts,6,22.09.2008,-,2009,22998
Etienne Manca,Defensives Mittelfeld,24.10.1991 (18),"1,81m",rechts,5,,-,2009,22998
Pajtim Kasami,Zentrales Mittelfeld,02.06.1992 (18),"1,88m",links,3,16.09.2009,500 Tsd. €,2009,22998
Maik Nakic,Zentrales Mittelfeld,17.01.1992 (18),"1,73m", ,8,25.08.2009,-,2009,22998
Steven Ukoh,Zentrales Mittelfeld,19.06.1991 (19),"1,81m",rechts,8,22.09.2008,-,2009,22998
Matteo Tosetti,Rechtes Mittelfeld,15.02.1992 (18),"1,77m",rechts,5,25.08.2009,50 Tsd. €,2009,22998
Marco Aratore,Linkes Mittelfeld,04.06.1991 (19),"1,77m",rechts,7,22.09.2008,200 Tsd. €,2009,22998
Xherdan Shaqiri,Offensives Mittelfeld,10.10.1991 (18),"1,69m",links,5,22.10.2008,"4,00 Mio. €",2009,22998
Mattia Bottani,Offensives Mittelfeld,24.05.1991 (19),"1,70m",rechts,2,10.03.2009,50 Tsd. €,2009,22998
Ivan Audino,Offensives Mittelfeld,13.07.1991 (18),"1,78m",rechts,8,22.09.2008,-,2009,22998
Tolga Mertoğlu,Rechtsaußen,03.03.1991 (19),"1,78m",links,1,,50 Tsd. €,2009,22998
Nassim Ben Khalifa,Hängende Spitze,13.01.1992 (18),"1,84m",rechts,4,25.08.2009,"2,50 Mio. €",2009,22998
Haris Seferovic,Mittelstürmer,22.02.1992 (18),"1,89m",links,11,25.08.2009,500 Tsd. €,2009,22998
Roman Buess,Mittelstürmer,21.09.1992 (17),"1,83m",links,4,16.09.2009,-,2009,22998
Marwan Aubert,Torwart,12.02.2006 (18),"1,83m",rechts,1,09.09.2024,100 Tsd. €,2024,19429
Dario Wälti,Torwart,23.01.2006 (18),"1,89m",rechts,4,09.09.2024,-,2024,19429
Marvin Akahomen,Innenverteidiger,15.07.2007 (17),"1,86m",links,4,06.09.2024,500 Tsd. €,2024,19429
Lorin Jetzer,Innenverteidiger,24.01.2006 (18),-, ,2,06.09.2024,-,2024,19429
Ezequiel Meili,Innenverteidiger,22.04.2006 (18),"1,87m",rechts,3,09.09.2024,-,2024,19429
Rhodri Smith,Linker Verteidiger,09.09.2006 (18),"1,85m",links,4,06.09.2024,25 Tsd. €,2024,19429
Loris Schreiber,Linker Verteidiger,26.05.2006 (18),"1,77m",links,2,09.09.2024,25 Tsd. €,2024,19429
Loun Srdanovic,Rechter Verteidiger,04.08.2006 (18),"1,80m",rechts,4,06.09.2024,100 Tsd. €,2024,19429
Mattia Rizzo,Rechter Verteidiger,07.10.2006 (18),-,rechts,1,12.10.2024,25 Tsd. €,2024,19429
Corsin Konietzke,Defensives Mittelfeld,21.06.2006 (18),"1,85m",rechts,2,09.10.2024,300 Tsd. €,2024,19429
Demir Xhemalija,Defensives Mittelfeld,07.06.2006 (18),"1,80m",links,15,09.09.2023,200 Tsd. €,2024,19429
Alessandro Romano,Defensives Mittelfeld,17.06.2006 (18),-,links,4,06.09.2024,-,2024,19429
Dorian Derbaci,Zentrales Mittelfeld,25.03.2006 (18),"1,80m",rechts,4,06.09.2024,100 Tsd. €,2024,19429
Jason Parente,Linkes Mittelfeld,10.06.2006 (18),"1,80m",links,5,06.09.2024,200 Tsd. €,2024,19429
Cheveyo Tsawa,Offensives Mittelfeld,09.12.2006 (17),"1,83m",rechts,5,06.09.2024,300 Tsd. €,2024,19429
Francesco Lentini,Linksaußen,24.10.2006 (18),"1,81m",rechts,4,06.09.2024,-,2024,19429
Ruben Londja,Rechtsaußen,10.06.2006 (18),-, ,5,06.09.2024,-,2024,19429
Mario Greco,Hängende Spitze,22.09.2006 (18),"1,81m",rechts,5,06.09.2024,25 Tsd. €,2024,19429
Winsley Boteli,Mittelstürmer,05.07.2006 (18),"1,84m",rechts,2,09.10.2024,500 Tsd. €,2024,19429
Felix Emmanuel Tsimba,Mittelstürmer,22.06.2006 (18),"1,85m",rechts,5,06.09.2024,25 Tsd. €,2024,19429
Antonio Spagnoli,Torwart,31.05.2005 (19),"1,85m",rechts,1,12.09.2023,50 Tsd. €,2023,19429
Silas Huber,Torwart,10.07.2005 (18),"1,95m",rechts,8,09.09.2023,50 Tsd. €,2023,19429
Tim Hottiger,Torwart,24.03.2005 (19),"1,91m",rechts,1,12.10.2023,-,2023,19429
Cyrill Emch,Torwart,15.09.2005 (18),-, ,2,12.10.2023,-,2023,19429
Ryan Kessler,Innenverteidiger,28.08.2005 (18),"1,83m",rechts,10,09.09.2023,200 Tsd. €,2023,19429
Bruno Ogbus,Innenverteidiger,17.12.2005 (18),"1,85m",rechts,8,14.10.2023,150 Tsd. €,2023,19429
Sonny Henchoz,Innenverteidiger,03.01.2005 (19),"1,88m", ,9,09.09.2023,125 Tsd. €,2023,19429
Mats Seiler,Innenverteidiger,04.08.2005 (18),-, ,10,09.09.2023,100 Tsd. €,2023,19429
Mahir Rizvanovic,Innenverteidiger,28.09.2005 (18),"1,90m",rechts,5,09.09.2023,75 Tsd. €,2023,19429
Ivan Kovacevic,Innenverteidiger,03.02.2005 (19),"1,93m",rechts,2,09.09.2023,75 Tsd. €,2023,19429
Dircssi Ngonzo,Innenverteidiger,31.07.2005 (18),"1,89m",links,6,09.09.2023,-,2023,19429
Demir Xhemalija,Defensives Mittelfeld,07.06.2006 (18),"1,80m",links,15,09.09.2023,200 Tsd. €,2023,19429
Johan Manzambi,Zentrales Mittelfeld,14.10.2005 (18),"1,82m",rechts,11,09.09.2023,250 Tsd. €,2023,19429
Samuel Marques,Zentrales Mittelfeld,04.02.2005 (19),"1,74m",rechts,10,09.09.2023,100 Tsd. €,2023,19429
Mohsen Abdeljaoued,Rechtes Mittelfeld,06.02.2005 (19),-, ,6,12.10.2023,-,2023,19429
Sebastian Walker,Linkes Mittelfeld,01.10.2005 (18),-, ,9,09.09.2023,50 Tsd. €,2023,19429
Nevio Di Giusto ,Offensives Mittelfeld,18.03.2005 (19),"1,65m",links,2,09.09.2023,100 Tsd. €,2023,19429
Roméo Beney,Linksaußen,19.01.2005 (19),"1,87m",rechts,8,09.09.2023,700 Tsd. €,2023,19429
Junior Zé ,Linksaußen,22.03.2006 (18),"1,78m",rechts,11,09.09.2023,700 Tsd. €,2023,19429
Noah Streit,Linksaußen,11.10.2005 (18),"1,79m",links,5,09.09.2023,100 Tsd. €,2023,19429
Samuel Krasniqi,Linksaußen,03.01.2005 (19),"1,73m",rechts,6,09.09.2023,100 Tsd. €,2023,19429
Malik Deme,Rechtsaußen,16.03.2005 (19),"1,82m",rechts,9,09.09.2023,400 Tsd. €,2023,19429
Labinot Bajrami,Mittelstürmer,04.06.2005 (19),"1,87m",rechts,8,09.09.2023,500 Tsd. €,2023,19429
Junior Ligue,Mittelstürmer,21.03.2005 (19),"1,80m",links,11,09.09.2023,500 Tsd. €,2023,19429
Tiemoko Ouattara,Mittelstürmer,25.05.2005 (19),"1,78m",rechts,8,09.09.2023,400 Tsd. €,2023,19429
Ranjan Neelakandan,Mittelstürmer,20.01.2005 (19),"1,82m",rechts,6,09.09.2023,200 Tsd. €,2023,19429
Janis Lüthi,Mittelstürmer,31.03.2005 (19),-, ,8,12.10.2023,200 Tsd. €,2023,19429
Attilio Morosoli,Torwart,24.12.2004 (18),"1,82m",rechts,1,28.04.2022,100 Tsd. €,2022,19429
Tim Spycher,Torwart,13.04.2004 (19),"1,87m",rechts,7,26.04.2022,50 Tsd. €,2022,19429
Ardian Bajrami,Torwart,08.03.2004 (19),"1,87m",rechts,-,,25 Tsd. €,2022,19429
Brian Atangana,Torwart,22.01.2004 (19),"1,88m",rechts,1,19.05.2022,10 Tsd. €,2022,19429
Roggerio Nyakossi,Innenverteidiger,13.01.2004 (19),"1,94m",rechts,4,26.04.2022,100 Tsd. €,2022,19429
Mischa Beeli,Innenverteidiger,05.02.2004 (19),"1,82m",rechts,8,26.04.2022,75 Tsd. €,2022,19429
Daniel Denoon,Innenverteidiger,28.01.2004 (19),"1,96m", ,2,26.04.2022,50 Tsd. €,2022,19429
Basile Ogouvide,Innenverteidiger,02.01.2004 (19),"1,84m",rechts,2,19.05.2022,50 Tsd. €,2022,19429
Pascal Hammer,Innenverteidiger,20.01.2004 (19),"1,84m",rechts,7,26.04.2022,-,2022,19429
Leny Meyer,Linker Verteidiger,01.07.2004 (18),"1,82m",links,5,17.05.2022,200 Tsd. €,2022,19429
Ramon Guzzo ,Linker Verteidiger,05.07.2004 (18),"1,76m",links,7,26.04.2022,100 Tsd. €,2022,19429
Valton Behrami,Linker Verteidiger,16.03.2004 (19),"1,82m",links,2,26.04.2022,100 Tsd. €,2022,19429
Livio von Holzen,Linker Verteidiger,09.08.2004 (18),-, ,4,26.04.2022,50 Tsd. €,2022,19429
Issa Kaloga ,Rechter Verteidiger,27.02.2004 (19),"1,85m",rechts,4,21.09.2022,100 Tsd. €,2022,19429
Philip Näf,Rechter Verteidiger,17.02.2004 (19),-, ,7,26.04.2022,50 Tsd. €,2022,19429
Leon Avdullahu,Defensives Mittelfeld,23.02.2004 (19),"1,85m",rechts,5,17.05.2022,100 Tsd. €,2022,19429
Leo Buljan,Defensives Mittelfeld,01.03.2004 (19),"1,94m",rechts,7,26.04.2022,50 Tsd. €,2022,19429
Joss Marques,Defensives Mittelfeld,14.01.2004 (19),-, ,1,20.10.2022,-,2022,19429
Amin Hajoubi,Defensives Mittelfeld,30.07.2004 (18),-, ,-,,-,2022,19429
Liam Chipperfield,Zentrales Mittelfeld,14.02.2004 (19),"1,78m",links,4,21.09.2022,200 Tsd. €,2022,19429
Burak Alili,Zentrales Mittelfeld,11.02.2004 (19),"1,80m", ,1,20.10.2022,150 Tsd. €,2022,19429
Nathan Wicht ,Zentrales Mittelfeld,20.02.2004 (19),"1,85m",rechts,6,26.04.2022,100 Tsd. €,2022,19429
Lois Ndema,Zentrales Mittelfeld,03.10.2004 (18),"1,79m",rechts,6,26.04.2022,100 Tsd. €,2022,19429
Fred Annor-Mensah,Zentrales Mittelfeld,26.08.2004 (18),-, ,1,20.10.2022,10 Tsd. €,2022,19429
Esey Gebreyesus,Rechtes Mittelfeld,23.01.2004 (19),"1,82m",rechts,7,26.04.2022,100 Tsd. €,2022,19429
Elias Maluvunu,Rechtes Mittelfeld,03.08.2004 (18),"1,82m",rechts,2,17.05.2022,50 Tsd. €,2022,19429
Dion Kacuri,Offensives Mittelfeld,11.02.2004 (19),"1,88m",links,2,26.04.2022,600 Tsd. €,2022,19429
Ronaldo Dantas Fernandes,Offensives Mittelfeld,13.12.2004 (18),"1,69m",links,4,19.05.2022,100 Tsd. €,2022,19429
Luuk Breedijk,Linksaußen,20.02.2004 (19),"1,85m",rechts,4,26.04.2022,400 Tsd. €,2022,19429
Edon Berisha,Linksaußen,03.01.2004 (19),"1,80m",rechts,4,26.04.2022,-,2022,19429
Ben Heuser,Linksaußen,25.01.2004 (19),"1,80m",rechts,1,20.10.2022,-,2022,19429
Pirosch Fischer,Rechtsaußen,23.07.2004 (18),-, ,5,26.04.2022,75 Tsd. €,2022,19429
Nando Toggenburger,Mittelstürmer,17.03.2004 (19),"1,80m",rechts,5,26.04.2022,200 Tsd. €,2022,19429
Federico Crescenti ,Mittelstürmer,13.07.2004 (18),"1,73m",rechts,6,06.10.2021,150 Tsd. €,2022,19429
Alexandre Patrício,Mittelstürmer,17.02.2004 (19),"1,79m",rechts,7,26.04.2022,100 Tsd. €,2022,19429
Malko Sartoretti,Mittelstürmer,23.07.2004 (18),"1,86m",rechts,3,26.04.2022,50 Tsd. €,2022,19429
Momodou Jaiteh,Mittelstürmer,27.11.2004 (18),"1,75m",rechts,3,26.04.2022,50 Tsd. €,2022,19429
David Piffero,Mittelstürmer,03.01.2004 (19),"1,87m",rechts,3,17.05.2022,25 Tsd. €,2022,19429
Oliver Schmidhauser,Mittelstürmer,02.06.2004 (19),"1,89m",rechts,1,20.10.2022,25 Tsd. €,2022,19429
Abdullah Laidani,Torwart,26.04.2003 (19),"1,95m",rechts,1,03.09.2021,100 Tsd. €,2021,19429
Gianni De Nitti,Torwart,09.04.2003 (19),"1,86m",rechts,3,06.09.2021,100 Tsd. €,2021,19429
Pascal Loretz ,Torwart,01.06.2003 (19),"1,91m",rechts,4,06.09.2021,100 Tsd. €,2021,19429
Marvin Hübel,Torwart,01.03.2003 (19),"1,86m",rechts,1,12.10.2021,-,2021,19429
Karim Sow,Innenverteidiger,22.05.2003 (19),"1,98m",rechts,7,03.09.2021,500 Tsd. €,2021,19429
Albian Hajdari,Innenverteidiger,18.05.2003 (19),"1,89m",links,5,06.10.2021,300 Tsd. €,2021,19429
Aurèle Amenda,Innenverteidiger,31.07.2003 (18),"1,97m",rechts,6,03.09.2021,100 Tsd. €,2021,19429
Luca Jaquez,Innenverteidiger,02.06.2003 (19),"1,87m",rechts,2,03.09.2021,100 Tsd. €,2021,19429
Binjamin Hasani,Innenverteidiger,22.04.2003 (19),"1,85m",rechts,3,03.09.2021,50 Tsd. €,2021,19429
Mile Vukelic,Innenverteidiger,25.02.2003 (19),"1,88m",rechts,2,09.10.2021,25 Tsd. €,2021,19429
Mauricio Willimann,Innenverteidiger,16.01.2003 (19),"1,83m",rechts,8,03.09.2021,-,2021,19429
Malik Sawadogo,Linker Verteidiger,12.07.2003 (18),"1,75m",links,8,03.09.2021,400 Tsd. €,2021,19429
Jonathan Fontana,Linker Verteidiger,15.05.2003 (19),"1,79m",links,4,03.09.2021,25 Tsd. €,2021,19429
Rúben Dantas Fernandes,Linker Verteidiger,19.05.2003 (19),"1,80m",links,5,03.09.2021,-,2021,19429
Severin Ottiger,Rechter Verteidiger,20.04.2003 (19),"1,83m",rechts,8,03.09.2021,300 Tsd. €,2021,19429
Liam Bollati,Rechter Verteidiger,09.11.2003 (18),"1,74m", ,2,13.11.2021,50 Tsd. €,2021,19429
Théo Magnin,Rechter Verteidiger,09.08.2003 (18),"1,71m",rechts,6,03.09.2021,-,2021,19429
Silvan Schwegler,Defensives Mittelfeld,04.09.2003 (18),"1,75m",rechts,8,03.09.2021,650 Tsd. €,2021,19429
Leorat Bega,Defensives Mittelfeld,18.07.2003 (18),"1,94m",rechts,5,03.09.2021,50 Tsd. €,2021,19429
Alejandro Willimann,Defensives Mittelfeld,16.01.2003 (19),"1,84m",rechts,2,03.09.2021,-,2021,19429
Noah Rupp,Zentrales Mittelfeld,13.08.2003 (18),"1,84m",links,4,03.09.2021,500 Tsd. €,2021,19429
Miguel Reichmuth,Zentrales Mittelfeld,26.10.2003 (18),"1,71m",rechts,6,06.10.2021,25 Tsd. €,2021,19429
Marvin Bieri,Rechtes Mittelfeld,21.04.2003 (19),-, ,2,03.09.2021,-,2021,19429
Filipe de Carvalho,Linkes Mittelfeld,01.12.2003 (18),"1,76m",rechts,7,03.09.2021,400 Tsd. €,2021,19429
Carmine Chiappetta,Linkes Mittelfeld,09.03.2003 (19),"1,75m",rechts,7,06.09.2021,150 Tsd. €,2021,19429
Kristian Sekularac,Offensives Mittelfeld,07.12.2003 (18),"1,85m",rechts,3,06.10.2021,100 Tsd. €,2021,19429
Joël Ribeiro,Offensives Mittelfeld,14.02.2003 (19),"1,79m", ,5,03.09.2021,-,2021,19429
Alessio Besio,Mittelstürmer,18.03.2004 (18),"1,86m", ,2,03.09.2021,"1,70 Mio. €",2021,19429
Bradley Fink,Mittelstürmer,17.04.2003 (19),"1,92m",links,7,03.09.2021,750 Tsd. €,2021,19429
Federico Crescenti ,Mittelstürmer,13.07.2004 (17),"1,73m",rechts,6,06.10.2021,150 Tsd. €,2021,19429
Nikolas Muci,Mittelstürmer,08.02.2003 (19),"1,80m",rechts,6,03.09.2021,100 Tsd. €,2021,19429
Aaron Appiah,Mittelstürmer,18.05.2003 (19),"1,83m",rechts,2,10.11.2021,25 Tsd. €,2021,19429
Till Mühlethaler,Mittelstürmer,07.08.2003 (18),"1,80m", ,3,10.11.2021,-,2021,19429
Nils de Mol,Torwart,03.05.2001 (20),"1,83m",rechts,5,05.09.2019,150 Tsd. €,2020,19429
Noah Falk,Torwart,08.12.2001 (19),"1,86m", ,1,12.02.2020,150 Tsd. €,2020,19429
Leonidas Stergiou,Innenverteidiger,03.03.2002 (19),"1,81m",rechts,4,05.09.2019,"6,00 Mio. €",2020,19429
Nikita Vlasenko,Innenverteidiger,20.03.2001 (20),"1,90m",rechts,2,10.10.2019,400 Tsd. €,2020,19429
Ilan Sauter ,Innenverteidiger,06.02.2001 (20),"1,86m",links,6,19.11.2018,300 Tsd. €,2020,19429
Elias Mesonero ,Innenverteidiger,27.03.2001 (20),"1,85m",rechts,1,12.02.2020,300 Tsd. €,2020,19429
Filip Frei,Rechter Verteidiger,07.01.2001 (20),"1,75m",rechts,6,08.10.2019,50 Tsd. €,2020,19429
Lewin Blum,Rechter Verteidiger,27.07.2001 (19),"1,81m",rechts,3,05.09.2019,-,2020,19429
David Mistrafovic,Defensives Mittelfeld,25.05.2001 (20),"1,88m",links,8,05.09.2019,250 Tsd. €,2020,19429
Simon Sohm,Zentrales Mittelfeld,11.04.2001 (20),"1,88m",rechts,11,16.11.2018,"4,50 Mio. €",2020,19429
Stéphane Cueni,Zentrales Mittelfeld,14.03.2001 (20),"1,80m",rechts,5,05.09.2019,300 Tsd. €,2020,19429
Ricardo Alves,Zentrales Mittelfeld,02.12.2001 (19),"1,77m",links,7,05.09.2019,200 Tsd. €,2020,19429
Darian Males,Rechtes Mittelfeld,03.05.2001 (20),"1,88m",links,7,05.09.2019,"2,50 Mio. €",2020,19429
Fabian Rieder,Offensives Mittelfeld,16.02.2002 (19),"1,79m",links,1,12.02.2020,"2,50 Mio. €",2020,19429
Bledian Krasniqi,Offensives Mittelfeld,17.06.2001 (20),"1,73m",rechts,4,05.09.2019,450 Tsd. €,2020,19429
Felix Mambimbi,Linksaußen,18.01.2001 (20),"1,71m",rechts,7,05.09.2019,"5,00 Mio. €",2020,19429
Guillaume Furrer,Linksaußen,28.01.2001 (20),"1,84m",rechts,1,12.02.2020,250 Tsd. €,2020,19429
Fabio Solimando,Linksaußen,27.12.2001 (19),"1,72m",links,2,08.10.2019,100 Tsd. €,2020,19429
Tician Tushi,Mittelstürmer,02.04.2001 (20),-, ,1,12.02.2020,450 Tsd. €,2020,19429
Lorent Tolaj,Mittelstürmer,23.10.2001 (19),"1,83m",links,4,14.11.2019,-,2020,19429
Jozef Pukaj,Torwart,13.02.2000 (20),"1,92m",rechts,2,20.03.2019,300 Tsd. €,2019,19429
Joschua Neuenschwander,Torwart,28.06.2000 (20),"1,83m", ,6,07.09.2018,150 Tsd. €,2019,19429
Marvin Keller,Torwart,03.07.2002 (17),"1,89m",rechts,3,09.09.2019,50 Tsd. €,2019,19429
Nils de Mol,Torwart,03.05.2001 (19),"1,83m",rechts,5,05.09.2019,50 Tsd. €,2019,19429
Leonidas Stergiou,Innenverteidiger,03.03.2002 (18),"1,81m",rechts,4,05.09.2019,"1,80 Mio. €",2019,19429
Becir Omeragic ,Innenverteidiger,20.01.2002 (18),"1,87m",rechts,3,08.10.2019,"1,30 Mio. €",2019,19429
Nikita Vlasenko,Innenverteidiger,20.03.2001 (19),"1,90m",rechts,2,10.10.2019,800 Tsd. €,2019,19429
Jan Kronig,Innenverteidiger,24.06.2000 (20),"1,86m",links,15,31.08.2017,450 Tsd. €,2019,19429
Serge Müller,Innenverteidiger,18.09.2000 (19),"1,86m",rechts,12,03.10.2017,300 Tsd. €,2019,19429
Elis Isufi,Innenverteidiger,21.05.2000 (20),"1,87m",rechts,12,08.11.2017,300 Tsd. €,2019,19429
Ilan Sauter ,Innenverteidiger,06.02.2001 (19),"1,86m",links,6,19.11.2018,200 Tsd. €,2019,19429
Lars Traber,Innenverteidiger,12.06.2000 (20),"1,86m",rechts,1,26.03.2019,50 Tsd. €,2019,19429
Pascal Schüpbach,Linker Verteidiger,11.04.2000 (20),"1,78m", ,4,16.11.2018,100 Tsd. €,2019,19429
Jan Wörnhard,Linker Verteidiger,23.04.2001 (19),"1,75m",links,1,08.10.2019,50 Tsd. €,2019,19429
Jérôme Läubli,Linker Verteidiger,28.03.2001 (19),"1,70m",links,2,05.09.2019,-,2019,19429
Adam Ouattara ,Rechter Verteidiger,06.06.2000 (20),"1,77m",rechts,3,16.11.2018,275 Tsd. €,2019,19429
Uros Vasic,Rechter Verteidiger,25.10.2001 (18),"1,72m",rechts,5,05.09.2019,250 Tsd. €,2019,19429
Noël Wetz,Rechter Verteidiger,08.02.2001 (19),"1,82m",rechts,4,05.09.2019,100 Tsd. €,2019,19429
Filip Frei,Rechter Verteidiger,07.01.2001 (19),"1,75m",rechts,6,08.10.2019,-,2019,19429
Lewin Blum,Rechter Verteidiger,27.07.2001 (18),"1,81m",rechts,3,05.09.2019,-,2019,19429
David Mistrafovic,Defensives Mittelfeld,25.05.2001 (19),"1,88m",links,8,05.09.2019,100 Tsd. €,2019,19429
Perrault Tokam,Defensives Mittelfeld,23.05.2000 (20),"1,81m",rechts,7,07.09.2018,-,2019,19429
David Jacovic,Defensives Mittelfeld,05.02.2001 (19),"1,87m",rechts,5,05.09.2019,-,2019,19429
Simon Sohm,Zentrales Mittelfeld,11.04.2001 (19),"1,88m",rechts,11,16.11.2018,"1,10 Mio. €",2019,19429
Stéphane Cueni,Zentrales Mittelfeld,14.03.2001 (19),"1,80m",rechts,5,05.09.2019,300 Tsd. €,2019,19429
Orges Bunjaku,Zentrales Mittelfeld,05.07.2001 (18),"1,80m",links,5,09.09.2019,250 Tsd. €,2019,19429
Yannick Marchand,Zentrales Mittelfeld,09.02.2000 (20),"1,83m",rechts,8,07.09.2018,250 Tsd. €,2019,19429
Nicky Beloko ,Zentrales Mittelfeld,16.02.2000 (20),"1,84m",rechts,2,13.10.2018,200 Tsd. €,2019,19429
